well_id,sord_id,Fluid,Well Type,Lateral Length m,Proppant tons,Fluid Pumped m3,Frac Stages,"Frac Spacing, m",Proppant tons / 100 m,Fluid Pumped m3 / 100 m,Gas Cum 90 days,Gas Cum 180 days,Gas Cum 365 days,Gas Cum 365 / 100 m
00/13-31-078-18W6/0,1W60781831130000,Gas,Horizontal,1300.2,832.1,4250.2,6,216.7,63.9978464852,326.8881710506,332376.109269341,492614.435130208,731369.6,56250.5460698354
00/13-17-079-18W6/0,1W60791817130000,Gas,Horizontal,2162.6,1367.4,7007.3,10,216.26,63.2294460372,324.0220105429,356625.24297931,568848.181436782,899399.068892989,41588.7852072963
02/03-23-078-17W6/0,1W60781723030200,Gas,Horizontal,2378.1,1685,10483.04,11,216.1909090909,70.8548841512,440.8157773012,486248.647339246,918443.944105754,1646498.40474576,69235.8775806636
00/04-27-081-19W6/0,1W60811927040000,Gas,Horizontal,1726,1100,8473.03,8,215.75,63.731170336,490.905561993,460419.51217862,768950.840163488,1224860.17402299,70965.2476258975
02/10-31-080-18W6/0,1W60801831100200,Gas,Horizontal,1509.07,959.7,4985.94,7,215.5814285714,63.5954594552,330.3981922641,256072.12751434,460263.860056657,795218.241505376,52695.9148021878
02/08-15-079-18W6/0,1W60791815080200,Gas,Horizontal,1724.26,549,4660.2,8,215.5325,31.839745746,270.2724647095,94443.4798371777,166930.753521595,295964.859875,17164.7466086901
02/16-10-079-18W6/0,1W60791810160200,Gas,Horizontal,2154.4,1363,6803,10,215.44,63.2658744894,315.7723728184,396413.851379801,819545.313587786,1722596.62068333,79957.1398386247
02/05-14-077-15W6/0,1W60771514050200,Gas,Horizontal,1505.5,2164,7226,7,215.0714285714,143.7396213882,479.9734307539,547423.132555555,985104.357225981,1654439.29256944,109893.011794715
00/05-26-080-18W6/0,1W60801826050000,Gas,Horizontal,2150.4,1349.1,7122.4,10,215.04,62.7371651786,331.212797619,396994.259184397,652567.217876344,1031297.3905,47958.3979957217
00/01-07-082-19W6/0,1W60821907010000,Gas,Horizontal,1073,600,3299.71,5,214.6,55.9179869525,307.5219012116,228653.811929825,328410.927829233,463629.437330595,43208.7080457218
00/B-038-H/093-P-09/0,2093P09H038B0000,Gas,Horizontal,1500.5,721,729.25,7,214.3571428571,48.0506497834,48.6004665112,144965.71947226,246239.466833333,397274.768134328,26476.1591559032
02/01-34-080-18W6/0,1W60801834010200,Gas,Horizontal,1500.3,992.3,5013.05,7,214.3285714286,66.1401053123,334.1365060321,237821.794965517,393140.012344961,615292.649421129,41011.3076998686
00/01-09-079-14W6/0,1W60791409010000,Gas,Horizontal,1500,750.68,1277.613,7,214.2857142857,50.0453333333,85.1742,499008.102752722,939788.764706745,1599276.42528213,106618.428352142
00/08-34-080-18W6/0,1W60801834080000,Gas,Horizontal,1499.5,961.66,4962.4,7,214.2142857143,64.1320440147,330.936978993,281170.382222222,482250.464401114,786819.65123967,52472.1341273538
03/13-14-079-17W6/0,1W60791714130300,Gas,Horizontal,1926.5,1400,6323.39,9,214.0555555556,72.6706462497,328.232026992,413144.442290076,916250.049918256,1768035.42672043,91774.483608639
00/08-15-080-18W6/0,1W60801815080000,Gas,Horizontal,1925.4,1171,6329.8,9,213.9333333333,60.8185312143,328.7524670198,153299.85463035,228458.648805121,,
00/02-29-081-19W6/0,1W60811929020000,Gas,Horizontal,2132,1343.89,10857,10,213.2,63.0342401501,509.2401500938,490773.517777778,889324.434540059,1573353.59370423,73797.0728754329
03/10-31-080-18W6/0,1W60801831100300,Gas,Horizontal,1918.61,1208,6390.48,9,213.1788888889,62.9622487113,333.0786350535,170791.648887381,293778.750130246,451139.378430813,23513.8656856168
03/14-26-078-18W6/0,1W60781826140300,Gas,Horizontal,1917,1819.72,6576.91,9,213,94.9254042775,343.0834637454,339254.482691218,572430.970859155,936919.610846774,48874.2624333215
00/14-19-078-19W6/0,1W60781919140000,Gas,Horizontal,1916.6,1209.1,6200.3,9,212.9555555556,63.0856725451,323.5051653971,304590.239035088,511800.982258065,820503.496939891,42810.3671574607
00/14-30-080-18W6/0,1W60801830140000,Gas,Horizontal,1915.9,1208,6498.4,9,212.8777777778,63.0513074795,339.1826295736,265756.97027972,469175.213715847,809340.786963788,42243.3731908653
00/01-15-080-18W6/0,1W60801815010000,Gas,Horizontal,2127.8,1332,6654,10,212.78,62.5998684087,312.7173606542,131502.059288762,209718.551751085,391422.992315789,18395.6665248514
00/A-061-A/093-P-09/0,2093P09A061A0000,Gas,Horizontal,1701.5,484,992.96,8,212.6875,28.4454892742,58.3579194828,508314.371954546,835357.519408946,1279394.99076923,75192.182825109
00/16-09-081-21W6/0,1W60812109160000,Gas,Horizontal,2338.9,1503.9,7984,11,212.6272727273,64.2994570097,341.357048185,624503.518655914,996603.541908602,1511191.66825726,64611.2133163992
02/08-10-080-18W6/0,1W60801810080200,Gas,Horizontal,1700.5,1085,7002.75,8,212.5625,63.8047633049,411.8053513672,291863.572741259,486034.830564516,775243.216427605,45589.133574102
00/B-021-G/093-P-09/0,2093P09G021B0000,Gas,Horizontal,1061.5,500,1032,5,212.3,47.1031559114,97.2209138012,134365.365935673,242929.794262069,423201.407385524,39868.2437480475
00/B-044-H/093-P-09/0,2093P09H044B0000,Gas,Horizontal,1061.5,520,591.31,5,212.3,48.9872821479,55.705134244,260623.099655172,458561.18255751,745811.765611111,70260.1757523421
02/08-15-080-18W6/0,1W60801815080200,Gas,Horizontal,1909.07,1763,8196.4,9,212.1188888889,92.348630485,429.3399403898,232811.256283988,370862.915172414,628653.873592535,32929.8492770058
00/08-06-077-14W6/0,1W60771406080000,Gas,Horizontal,3392.8,3436,13031.2,16,212.05,101.2732846027,384.0839424664,712733.126770833,1569794.11583127,2083072.64383769,61396.8593444261
00/02-17-081-20W6/0,1W60812017020000,Gas,Horizontal,1907,1199.7,8489,9,211.8888888889,62.9103303618,445.149449397,449057.28925,865548.940599455,1557394.26726885,81667.2400245857
00/11-23-078-19W6/0,1W60781923110000,Gas,Horizontal,1906,1210.215,7825.3,9,211.7777777778,63.4950157398,410.5613850997,190763.266268882,337534.262863568,543296.265899123,28504.5260177924
02/06-23-078-19W6/0,1W60781923060200,Gas,Horizontal,1901,1210.185,7733.5,9,211.2222222222,63.6604418727,406.8122041031,178859.153494624,277925.839910979,437415.106652778,23009.7373304986
00/15-32-080-18W6/0,1W60801832150000,Gas,Horizontal,1900.4,1105.1,6988.5,9,211.1555555556,58.1509155967,367.7383708693,219295.98811828,383291.750666667,684335.250577508,36010.0637011949
00/13-10-081-21W6/0,1W60812110130000,Gas,Horizontal,1900.4,1214.8,6983.48,9,211.1555555556,63.9233845506,367.4742159545,446534.768975741,692983.768611111,1104775.14412463,58133.8215178189
00/12-19-078-19W6/0,1W60781919120000,Gas,Horizontal,2108.2,1336.7,7117.6,10,210.82,63.4048003036,337.6150270373,277981.607800587,482398.191461434,1033696.36829371,49032.1776061906
00/10-30-079-17W6/0,1W60791730100000,Gas,Horizontal,3581.9,2440,12113.5,17,210.7,68.1202713644,338.1864373656,553445.916299863,1106380.40463918,,
00/05-02-082-20W6/0,1W60822002050000,Gas,Horizontal,1895,665.521,11664.757,9,210.5555555556,35.1198416887,615.5544591029,235429.909669173,413833.61636612,734501.250108865,38759.9604279084
02/09-04-082-19W6/0,1W60821904090200,Gas,Horizontal,2104.9,1350,12031.9,10,210.49,64.1360634709,571.6138533897,447593.762027972,727003.487253521,1112584.9605493,52856.9034419355
00/15-18-081-18W6/0,1W60811818150000,Gas,Horizontal,1261,791.509,6477.08,6,210.1666666667,62.7683584457,513.6463124504,227639.528181818,379270.259657738,697736.367303921,55331.987890874
00/08-28-080-18W6/0,1W60801828080000,Gas,Horizontal,1890.7,1163.8,5556.5,9,210.0777777778,61.5539218279,293.885862379,458204.431970921,827259.75169697,1437761.5162253,76043.8734979267
00/05-31-078-18W6/0,1W60781831050000,Gas,Horizontal,1258.5,1146.9,5885.22,6,209.75,91.1323003576,467.6376638856,403024.043494424,792259.3376,1243476.06537604,98806.2030493476
00/05-05-082-19W6/0,1W60821905050000,Gas,Horizontal,1467,989,6662.47,7,209.5714285714,67.4164962509,454.1561008862,636892.790666667,1146882.38176829,2071392.48158322,141199.214831849
02/15-32-080-18W6/0,1W60801832150200,Gas,Horizontal,1675.3,1054.4,6111.5,8,209.4125,62.9379812571,364.8003342685,343575.867195467,568153.118426396,952469.073625378,56853.6425491183
00/13-13-080-18W6/0,1W60801813130000,Gas,Horizontal,627.9,396,2776.64,3,209.3,63.0673674152,442.2105430801,21068.2806451613,37926.7188709677,61512.5804166667,9796.5568429156
03/16-03-081-20W6/0,1W60812003160300,Gas,Horizontal,1883.5,1177,6761.7,9,209.2777777778,62.4900451287,358.996548978,275057.228513324,481605.078733154,796956.991181684,42312.5559427494
00/09-09-081-21W6/0,1W60812109090000,Gas,Horizontal,1882.6,1228.8,6748.8,9,209.1777777778,65.2714331244,358.4829491129,254208.086935484,402439.759939577,651131.038679246,34586.7969127401
03/09-03-080-18W6/0,1W60801803090300,Gas,Horizontal,2508.2,1582.4,7918.2,12,209.0166666667,63.0890678574,315.6925285065,429721.665537634,777072.159015692,1399512.4924569,55797.483950917
03/13-25-080-21W6/0,1W60802125130300,Gas,Horizontal,1671.5,1208.08,5820.13,8,208.9375,72.2752019144,348.1980257254,216243.825483871,345534.733816156,550496.663045822,32934.2903407611
02/05-30-080-18W6/0,1W60801830050200,Gas,Horizontal,2089,1303.12,7409.4,10,208.9,62.3800861656,354.6864528483,336707.218571429,591428.09631579,1112064.01903226,53234.2756836888
00/12-31-078-18W6/0,1W60781831120000,Gas,Horizontal,1253,1125,6089.8,6,208.8333333333,89.7845171588,486.0175578611,193964.199138418,319071.393194444,500462.329457627,39941.1276502496
00/08-22-078-17W6/0,1W60781722080000,Gas,Horizontal,1670,1440,6836.78,8,208.75,86.2275449102,409.3880239521,456234.448817204,723198.743009404,1118862.00185239,66997.7246618198
02/13-10-081-21W6/0,1W60812110130200,Gas,Horizontal,2087.06,1346.02,7128.5,10,208.706,64.4935938593,341.5570227976,353763.83887324,594347.671601671,922962.767903226,44223.106566329
02/12-06-082-19W6/0,1W60821906120200,Gas,Horizontal,1251.5,1087.08,6325.5,6,208.5833333333,86.8621654015,505.4334798242,183496.868916667,281754.765846154,510978.37,40829.2744706352
00/C-051-B/093-P-09/0,2093P09B051C0000,Gas,Horizontal,1251.5,612,809.7,6,208.5833333333,48.9013184179,64.6983619656,80958.8111879699,128847.645269122,196861.139340659,15730.0151290978
00/13-18-080-20W6/0,1W60802018130000,Gas,Horizontal,1874.2,1128.6,6483.5,9,208.2444444444,60.2176928823,345.9342652865,266380.844193548,399944.726359946,634415.114140303,33849.9153847136
03/05-30-080-18W6/0,1W60801830050300,Gas,Horizontal,2080,1306.05,7931.5,10,208,62.7908653846,381.3221153846,296774.49071298,596913.64661017,1044036.99333333,50194.0862179486
00/08-21-077-15W6/0,1W60771521080000,Gas,Horizontal,1663.5,816,1255.32,8,207.9375,49.0532010821,75.4625788999,249247.742068966,414114.700027397,723538.411182796,43494.9450665943
02/11-09-080-20W6/0,1W60802009110200,Gas,Horizontal,1870.65,1177,6501.36,9,207.85,62.9193061235,347.5455055729,272686.874274194,394539.056547945,585170.008181818,31281.6405090112
00/06-35-078-20W6/0,1W60782035060000,Gas,Horizontal,1869.9,1178.6,6352.25,9,207.7666666667,63.030108562,339.7106797155,343488.211833333,555915.884305949,867780.582614943,46407.8604532298
03/10-23-081-19W6/0,1W60811923100300,Gas,Horizontal,1869,1183,8768.868,9,207.6666666667,63.2958801498,469.174317817,253739.715137881,433444.511844078,739409.059655172,39561.7474400841
00/A-010-H/093-P-09/0,2093P09H010A0000,Gas,Horizontal,1660.5,714,950.95,8,207.5625,42.9990966576,57.2688949112,411811.372303448,731917.967956698,1170964.08725352,70518.7646644698
00/04-35-078-20W6/0,1W60782035040000,Gas,Horizontal,1866.1,1180.2,6158.05,9,207.3444444444,63.2441991319,329.9957129843,397757.483193916,810660.129591195,1209821.2013324,64831.5310718826
00/02-02-081-16W6/0,1W60811602020000,Gas,Horizontal,1451,875,1082.3,7,207.2857142857,60.3032391454,74.5899379738,474632.423185484,753226.660747126,1179181.76547043,81266.8342846609
00/12-08-082-19W6/0,1W60821908120000,Gas,Horizontal,1863,1190,9563.08,9,207,63.8754696726,513.3161567364,376494.532147937,649350.531527778,1109704.96325905,59565.4838034917
00/12-18-080-20W6/0,1W60802018120000,Gas,Horizontal,1655.9,1057.9,5660.4,8,206.9875,63.8867081345,341.8322362462,286469.997285714,448282.919931389,695121.226252019,41978.4543904837
00/15-09-080-20W6/0,1W60802009150000,Gas,Horizontal,1862.27,1177,6581.79,9,206.9188888889,63.202435737,353.4283428289,243326.683991881,396605.494178082,631673.452666667,33919.5418852619
02/14-19-078-19W6/0,1W60781919140200,Gas,Horizontal,1858.38,1174.1,6265.1,9,206.4866666667,63.1786825084,337.1269600405,241616.13,412536.163928036,689330.344461539,37093.0780820682
00/D-011-H/093-P-09/0,2093P09H011D0000,Gas,Horizontal,1238.92,612,835.1,6,206.4866666667,49.3978626546,67.4054821942,175295.07965035,339840.082456897,587287.506451613,47403.1823242512
00/04-20-080-18W6/0,1W60801820040000,Gas,Horizontal,1857.9,1177,6123.8,9,206.4333333333,63.3510953227,329.6086979924,373445.837291667,661944.515555556,1134028.20416667,61038.1723540917
04/07-31-080-18W6/0,1W60801831070400,Gas,Horizontal,1649.73,1053,5799.26,8,206.21625,63.8286265025,351.5278257654,209204.091759134,348210.087213115,567239.614708333,34383.7849047016
02/10-12-081-21W6/0,1W60812112100200,Gas,Horizontal,2060,1279.235,7490.6,10,206,62.0987864078,363.6213592233,332556.263767313,605087.251929577,1057844.16642496,51351.6585643184
00/08-27-079-14W6/0,1W60791427080000,Gas,Horizontal,1235,715,1035,6,205.8333333333,57.8947368421,83.8056680162,312003.530970149,506612.801202186,813350.409017433,65858.3327139622
00/03-24-081-19W6/0,1W60811924030000,Gas,Horizontal,1852,900,8820.44,9,205.7777777778,48.596112311,476.2656587473,379501.599066306,648392.816076294,1014632.57602817,54785.7762434217
00/B-068-H/093-P-09/0,2093P09H068B0000,Gas,Horizontal,1851.5,765.98,942.1,9,205.7222222222,41.3707804483,50.8830677829,181269.750769231,312781.274310345,529628.173548387,28605.3563893269
00/03-30-078-19W6/0,1W60781930030000,Gas,Horizontal,1850.1,1184.2,6769.48,9,205.5666666667,64.007350954,365.8980595643,397787.705755627,580137.492388889,846536.221468531,45756.2413636307
00/04-01-078-16W6/0,1W60781601040000,Gas,Horizontal,1644.5,816,1168.21,8,205.5625,49.6199452721,71.0373973852,249499.428611111,521577.225042373,1013863.36085603,61651.7701949547
03/16-07-079-18W6/0,1W60791807160300,Gas,Horizontal,2465,1488.36,9239.25528,12,205.4166666667,60.3797160243,374.8176584179,311646.925533141,584500.660744249,1011558.43212644,41036.8532302815
00/02-31-080-18W6/0,1W60801831020000,Gas,Horizontal,1641.9,1053.3,4979.7,8,205.2375,64.1512881418,303.2888726475,199819.476334232,515874.096300449,1040091.36839891,63346.8157865223
00/09-34-079-17W6/0,1W60791734090000,Gas,Horizontal,1230.5,1206.3,5609.3,6,205.0833333333,98.0333197887,455.8553433564,308109.832333333,601600.267,1150854.16819444,93527.3602758586
02/05-26-080-18W6/0,1W60801826050200,Gas,Horizontal,1844.2,1163.3,5986.2,9,204.9111111111,63.0788417742,324.5960307993,271112.170897959,468670.310762943,750142.885443549,40675.7881706729
00/05-18-079-18W6/0,1W60791818050000,Gas,Horizontal,3688.2,2300.78,13949.72,18,204.9,62.3821918551,378.2256927499,598030.987624634,993009.157826087,1966356.64770206,53314.8052627856
00/02-08-080-17W6/0,1W60801708020000,Gas,Horizontal,2252,1440,7671.58,11,204.7272727273,63.9431616341,340.6563055062,288291.507277778,493574.981813261,828426.083231018,36786.2381541305
00/16-07-080-18W6/0,1W60801807160000,Gas,Horizontal,2251,1422.4,7266.4,11,204.6363636364,63.1896934696,322.8076410484,261866.74097493,476670.770324763,829701.29688172,36859.231314159
02/06-19-080-18W6/0,1W60801819060200,Gas,Horizontal,1840,1689,9826.21,9,204.4444444444,91.7934782609,534.0331521739,436989.759835083,776252.072984615,1399101.17809202,76038.1075050011
03/12-18-079-18W6/0,1W60791818120300,Gas,Horizontal,3676.5,2290.37,14390.7,18,204.25,62.2975656195,391.4239086087,271943.700169491,510793.316155914,918233.427033898,24975.7494093267
02/16-07-079-18W6/0,1W60791807160200,Gas,Horizontal,2448.8,1519.28,9474.199824,12,204.0666666667,62.0418163999,386.8915315256,331131.123458213,657843.185363882,1212321.85327586,49506.7728387725
00/01-32-080-20W6/0,1W60802032010000,Gas,Horizontal,1835.4,1115,6621.52,9,203.9333333333,60.7497003378,360.7671352294,335171.889054653,579956.766693548,962855.261544462,52460.2409035884
00/01-29-077-15W6/0,1W60771529010000,Gas,Horizontal,1631,816,1230.7,8,203.875,50.0306560392,75.4567749847,394188.482338028,700037.575483871,1276156.36166667,78243.7989985696
02/09-03-080-18W6/0,1W60801803090200,Gas,Horizontal,2242.2,1428.34,7636.82,11,203.8363636364,63.7026135046,340.594951387,171958.405625,414184.519113573,835463.715877437,37260.8917972276
00/06-20-080-18W6/0,1W60801820060000,Gas,Horizontal,2037.6,1239,6469.2,10,203.76,60.8068315665,317.4911660777,443002.671698113,742506.098944445,1258816.11067204,61779.3536843365
03/07-12-081-21W6/0,1W60812112070300,Gas,Horizontal,2037,1250,7743.9,10,203.7,61.3647520864,380.1620029455,289921.184740533,558750.888709677,1000642.69514881,49123.3527319004
03/13-19-080-18W6/0,1W60801819130300,Gas,Horizontal,2037,1239.64,7519.15,10,203.7,60.8561610211,369.1286205204,295963.869049128,524552.781963016,914970.791,44917.564604811
00/B-046-G/093-P-09/0,2093P09G046B0000,Gas,Horizontal,1629.5,816,1943.021,8,203.6875,50.0767106474,119.2403191163,102265.169955357,229858.982983871,449477.203333333,27583.7498210085
02/08-04-082-19W6/0,1W60821904080200,Gas,Horizontal,1629,895.176,9223.67,8,203.625,54.9524861878,566.2166973603,218532.230615385,383757.410833333,667434.197672956,40972.0195011023
00/12-18-079-18W6/0,1W60791818120000,Gas,Horizontal,3664,2200.9,13577.6,18,203.5555555556,60.068231441,370.5676855895,397740.748741259,775596.976155914,1758275.71533898,47987.8743269372
02/15-30-080-18W6/0,1W60801830150200,Gas,Horizontal,1831.3,1146,6308,9,203.4777777778,62.5784961503,344.4547589144,303042.644847605,546302.161921182,927189.349317549,50630.117911732
02/14-21-080-18W6/0,1W60801821140200,Gas,Horizontal,812.4,528.27,3529.9,4,203.1,65.0258493353,434.5027080256,152924.381916427,248761.856290323,397898.809907408,48978.1893042107
02/13-08-080-19W6/0,1W60801908130200,Gas,Horizontal,3037.68,1929.71,11767.07,15,202.512,63.5257828343,387.370295752,474010.920645161,877517.306444445,1726038.9359915,56820.9599428347
00/16-07-079-18W6/0,1W60791807160000,Gas,Horizontal,2227.6,1123.1,8459.7,11,202.5090909091,50.417489675,379.7674627402,444987.718746398,796923.374596774,1647207.47088193,73945.3883498801
00/10-12-081-21W6/0,1W60812112100000,Gas,Horizontal,2023.7,1240,7874.6,10,202.37,61.2739042348,389.1189405544,349173.450435414,521377.891975806,799738.701538462,39518.6392023749
04/09-03-080-18W6/0,1W60801803090400,Gas,Horizontal,2226,1427.08,7860.3,11,202.3636363636,64.1096136568,353.1132075472,340167.59,607938.52598338,1086134.67504178,48793.1120863333
02/13-13-078-19W6/0,1W60781913130200,Gas,Horizontal,2023.1,1270,6861.3,10,202.31,62.7749493352,339.14784242,332186.290333333,546962.441428571,934010.182888889,46167.2770940087
00/B-018-H/093-P-09/0,2093P09H018B0000,Gas,Horizontal,1011.5,500,1371.8,5,202.3,49.4315373208,135.6203657934,57403.5018128655,148484.099958621,355540.608360414,35149.8377024631
05/07-12-081-21W6/0,1W60812112070500,Gas,Horizontal,2021,1272.656,7166.7,10,202.1,62.9715982187,354.6115784265,295444.562448418,472408.441464789,746012.988966481,36913.0622942346
04/16-08-080-19W6/0,1W60801908160400,Gas,Horizontal,2020,1246.35,6750.27,10,202,61.7004950495,334.1717821782,225215.982594086,411247.268458333,714654.072758621,35378.914493001
02/05-18-079-18W6/0,1W60791818050200,Gas,Horizontal,3835.4,2389.48,14695.37,19,201.8631578947,62.3006726808,383.1509099442,409702.398102711,749986.976935484,1445582.99108853,37690.5405195946
04/07-12-081-21W6/0,1W60812112070400,Gas,Horizontal,2017,1278.745,8010.3,10,201.7,63.3983639068,397.1393158156,332251.80954608,575463.554835821,1217716.24195833,60372.6446186579
03/16-10-079-18W6/0,1W60791810160300,Gas,Horizontal,2016,1178,9683.22,10,201.6,58.4325396825,480.318452381,340097.423731343,600081.295519126,1032449.53433962,51212.7745208145
07/07-12-081-21W6/0,1W60812112070700,Gas,Horizontal,2016,1240,7992.1,10,201.6,61.5079365079,396.433531746,372761.475986014,618808.202526882,1255858.68678689,62294.5777176037
02/12-31-078-18W6/0,1W60781831120200,Gas,Horizontal,1209.09,774.5,4313.9,6,201.515,64.0564391402,356.7889900669,463628.792422192,749776.132406417,1104976.36635753,91389.0914950525
00/01-14-077-15W6/0,1W60771514010000,Gas,Horizontal,1611.5,816,1163.75,8,201.4375,50.6360533664,72.2153273348,205966.03186828,337799.586021505,584932.760322581,36297.4098866014
06/07-12-081-21W6/0,1W60812112070600,Gas,Horizontal,2013,1265.27,7692.5,10,201.3,62.8549428713,382.1410829608,380074.189776224,629735.441465054,1011609.21390164,50253.8109240755
00/05-18-080-20W6/0,1W60802018050000,Gas,Horizontal,1608.2,488,3606.7,8,201.025,30.3444845169,224.2693694814,91281.4968729642,137978.10661442,223895.489603399,13922.1172493097
00/D-090-A/093-P-09/0,2093P09A090D0000,Gas,Horizontal,1606.5,816,1726.77,8,200.8125,50.7936507937,107.4864612512,452790.199525222,839615.719544828,1439473.91790323,89603.107245766
00/D-051-B/093-P-09/0,2093P09B051D0000,Gas,Horizontal,1604.75,408,794.2,8,200.59375,25.4245209534,49.4905748559,469005.248356164,757075.326045455,1184762.79882834,73828.4965775566
00/14-18-080-20W6/0,1W60802018140000,Gas,Horizontal,1403,895,4665,7,200.4285714286,63.7918745545,332.5017818959,262618.788853755,406527.431527778,607014.569918033,43265.4718402019
00/13-25-080-16W6/0,1W60801625130000,Gas,Horizontal,1202.3,1000,4804.7,6,200.3833333333,83.1739166597,399.625717375,439403.74641791,772906.917954546,1310968.89374456,109038.417511816
00/12-06-082-19W6/0,1W60821906120000,Gas,Horizontal,1001.67,900,4903,5,200.334,89.8499505825,489.4825641179,205562.384094708,333229.475272727,531489.465105189,53060.3357498167
00/13-26-078-20W6/0,1W60782026130000,Gas,Horizontal,1802.1,1135.62,6121.8,9,200.2333333333,63.0164807724,339.7036790411,410332.21070922,642070.979104938,988825.194776725,54870.7172064106
04/02-12-081-21W6/0,1W60812112020400,Gas,Horizontal,2002,1296.39,7541.3,10,200.2,64.7547452547,376.6883116883,338074.720178817,567691.766508621,936850.582043011,46795.7333687818
00/03-12-078-19W6/0,1W60781912030000,Gas,Horizontal,1801.5,1024,2187.94,9,200.1666666667,56.8415209548,121.4510130447,238122.912589286,435469.3325,647485.463548387,35941.4634220587
00/12-14-079-17W6/0,1W60791714120000,Gas,Horizontal,2000.8,1437,7763.5,10,200.08,71.8212714914,388.0197920832,330755.958,649862.20787062,1157652.51182561,57859.4817985611
00/09-04-082-19W6/0,1W60821904090000,Gas,Horizontal,2200,1198.396,9220.91,11,200,54.4725454545,419.1322727273,628697.705684211,1098714.70930988,1882277.09843943,85558.049929065
00/04-17-079-14W6/0,1W60791417040000,Gas,Horizontal,1000,472.255,747.5,5,200,47.2255,74.75,414423.258652291,752325.020280505,1261430.74924242,126143.074924242
02/08-08-080-17W6/0,1W60801708080200,Gas,Horizontal,1799.5,1240,6604.97,9,199.9444444444,68.9080300083,367.0447346485,379363.705789474,625332.547740385,1013201.76970027,56304.6273798427
00/01-34-080-18W6/0,1W60801834010000,Gas,Horizontal,1599.5,1028.3,4923.9,8,199.9375,64.2888402626,307.8399499844,381903.22925876,604473.634498567,960382.152968981,60042.6478880263
02/13-25-080-21W6/0,1W60802125130200,Gas,Horizontal,1596,1165.27,5610.87,8,199.5,73.0119047619,351.5582706767,253164.452727273,396247.919727012,613767.019245283,38456.5801532132
02/C-050-H/093-P-09/0,2093P09H050C0200,Gas,Horizontal,1593.1,816,1092.4,8,199.1375,51.2208900885,68.570711192,227862.798541667,391795.571314685,677780.042900302,42544.7268156614
00/C-099-A/093-P-09/0,2093P09A099C0000,Gas,Horizontal,1586.5,816,2150.67,8,198.3125,51.4339741569,135.5606681374,307219.249164265,561014.147142857,958704.458858322,60428.8975013125
00/09-19-079-17W6/0,1W60791719090000,Gas,Horizontal,1780.1,918,1464.77,9,197.7888888889,51.5701365092,82.285826639,258282.495625,451573.772610687,796284.977592847,44732.5980334165
03/16-08-080-19W6/0,1W60801908160300,Gas,Horizontal,1778,1124.76,6739.97,9,197.5555555556,63.2598425197,379.075928009,332604.121048387,570823.421079944,952537.143030303,53573.5176057538
00/10-29-080-18W6/0,1W60801829100000,Gas,Horizontal,2370.1,1442.69,8016.5,12,197.5083333333,60.8704274081,338.2346736425,197033.942735849,446511.608333334,904157.645522388,38148.5019839833
00/C-036-A/093-P-09/0,2093P09A036C0000,Gas,Horizontal,1771,954,753.89,9,196.7777777778,53.8678712592,42.5686053077,76271.8912711864,122389.272514071,208244.43858631,11758.5792538854
00/A-091-B/093-P-09/0,2093P09B091A0000,Gas,Horizontal,1572,816,1543.48,8,196.5,51.9083969466,98.1857506361,239663.14,476630.443763441,864237.336522911,54976.9298042564
04/02-31-080-18W6/0,1W60801831020400,Gas,Horizontal,1768.1,1115,5925.8,9,196.4555555556,63.062044002,335.1507267688,281787.324909091,478978.917837838,813191.92016129,45992.4167276336
00/07-07-077-16W6/0,1W60771607070000,Gas,Horizontal,1372.05,359.5,812.77,7,196.0071428571,26.2016690354,59.2376371124,368919.462854938,569735.200172414,835614.042661291,60902.5941227573
00/12-33-081-19W6/0,1W60811933120000,Gas,Horizontal,1176,720,3795.75,6,196,61.2244897959,322.7678571429,499726.446739726,797551.61469914,1229376.44304582,104538.813184168
02/04-14-077-15W6/0,1W60771514040200,Gas,Horizontal,1566.2,2440,8125.739,8,195.775,155.7910867067,518.8187332397,421224.529117647,669329.073658537,995701.497924528,63574.3518021024
00/13-03-082-19W6/0,1W60821903130000,Gas,Horizontal,978,600,3317.4,5,195.6,61.3496932515,339.2024539877,265801.945599415,463287.245789474,771530.338188406,78888.5826368513
00/C-014-G/093-P-09/0,2093P09G014C0000,Gas,Horizontal,1558.6,832,1888.28,8,194.825,53.381239574,121.1523161812,254188.727453626,509848.530740741,967197.837574932,62055.5522632447
00/12-31-079-17W6/0,1W60791731120000,Gas,Horizontal,1753,918,1408.35,9,194.7777777778,52.3673702225,80.3394181403,95362.6166307278,169085.979647887,312752.2671875,17840.9735988306
00/D-072-A/093-P-09/0,2093P09A072D0000,Gas,Horizontal,1557.5,416,907.56,8,194.6875,26.709470305,58.2703049759,166557.248055172,270779.158567335,427516.893651926,27448.9177304607
00/13-09-080-19W6/0,1W60801909130000,Gas,Horizontal,1750.3,1118.9,6864.96,9,194.4777777778,63.9261840827,392.21619151,243196.114,389008.327356948,588960.77,33649.1327201051
02/04-20-081-18W6/0,1W60811820040200,Gas,Horizontal,1749,1175,9513.8,9,194.3333333333,67.1812464265,543.9565465981,308646.50430303,488571.706458333,772839.267020281,44187.4938262025
00/A-050-G/093-P-09/0,2093P09G050A0000,Gas,Horizontal,1552.5,816,2041.8,8,194.0625,52.5603864734,131.5169082126,295070.746716621,529473.145763889,873849.796774193,56286.6213703184
