well_id,sord_id,Fluid,Well Type,Lateral Length m,Proppant tons,Fluid Pumped m3,Frac Stages,"Frac Spacing, m",Proppant tons / 100 m,Fluid Pumped m3 / 100 m,Gas Cum 90 days,Gas Cum 180 days,Gas Cum 365 days,Gas Cum 365 / 100 m
02/13-21-082-20W6/0,1W60822021130200,Gas,Horizontal,1483.9,1620,10706.3,27,54.9592592593,109.1717770739,721.4974054855,208594.761759134,314767.511037736,,
02/16-02-080-19W6/0,1W60801902160200,Gas,Horizontal,3017.9,2750,13316.4,55,54.8709090909,91.1229663011,441.2472248915,1146306.69666667,2091221.41564516,,
02/04-31-080-15W6/0,1W60801531040200,Gas,Horizontal,1423.8,1099.17,6288.35,26,54.7615384615,77.1997471555,441.6596432083,907417.48256338,1363894.60866667,1770442.31677419,124346.278745202
00/14-17-081-20W6/0,1W60812017140000,Gas,Horizontal,2134.7,1950,13200,39,54.7358974359,91.3477303602,618.3538670539,604773.201772666,,,
04/01-27-079-18W6/0,1W60791827010400,Gas,Horizontal,3117.7,2800,16849.9,57,54.6964912281,89.8097956827,540.4593129551,,,,
02/08-27-079-18W6/0,1W60791827080200,Gas,Horizontal,3062.8,2800,14659.9,56,54.6928571429,91.4196160376,478.6437246964,,,,
03/09-11-080-18W6/0,1W60801811090300,Gas,Horizontal,1421.3,1485.06,8258.96,26,54.6653846154,104.4860339126,581.0849222543,293578.119047619,509368.46141844,827890.052083916,58248.7899869075
02/08-18-080-15W6/0,1W60801518080200,Gas,Horizontal,1420.1,1407.9,8602.13,26,54.6192307692,99.14090557,605.7411449898,405646.576011905,663705.997677101,1043017.25820027,73446.7472854215
00/16-22-079-18W6/0,1W60791822160000,Gas,Horizontal,3112.8,2850,13726.9,57,54.6105263158,91.5574402467,440.9823952711,,,,
02/04-08-081-20W6/0,1W60812008040200,Gas,Horizontal,2838.7,2597.8,15298.85,52,54.5903846154,91.5137210695,538.9385986543,1025676.53878873,1725231.96830252,2836189.53940443,99911.5630184391
02/09-11-080-18W6/0,1W60801811090200,Gas,Horizontal,1419,1478.88,8341.4,26,54.5769230769,104.2198731501,587.8365045807,265093.6315625,469920.183865249,743938.46321727,52426.9530103784
00/08-19-080-13W6/0,1W60801319080000,Gas,Horizontal,1526.6,1679.46,8817.9,28,54.5214285714,110.0131010088,577.6169265033,418274.318117284,674810.120402778,1076344.37502688,70505.9855251461
02/08-11-080-19W6/0,1W60801911080200,Gas,Horizontal,2996,2754.1,13035.2,55,54.4727272727,91.9259012016,435.0867823765,1010237.43350975,1830769.3794358,,
02/13-05-081-20W6/0,1W60812005130200,Gas,Horizontal,2118.4,1925,8944.8,39,54.3179487179,90.8704682779,422.2432024169,1046068.45763231,1671332.18530735,,
02/05-08-081-20W6/0,1W60812008050200,Gas,Horizontal,2821.15,2568,15879.06,52,54.2528846154,91.0267089662,562.8576998742,841844.133278195,1424554.96556604,2493327.6006469,88379.8309429453
02/01-08-082-14W6/0,1W60821408010200,Gas,Horizontal,1518.77,1675.1,8956.8,28,54.2417857143,110.2931977851,589.7403820197,190669.840305343,334020.137552239,,
00/13-16-077-17W6/0,1W60771716130000,Gas,Horizontal,1408.8,1560,13368.39,26,54.1846153846,110.7325383305,948.9203577513,622255.461352459,1179779.04214863,2315505.46806495,164360.126921135
00/16-18-080-15W6/0,1W60801518160000,Gas,Horizontal,1408.1,1409.49,8156.93,26,54.1576923077,100.0987145799,579.2862722818,360928.719696093,624664.488607243,1001850.02504155,71149.0678958561
03/04-31-080-15W6/0,1W60801531040300,Gas,Horizontal,1408.1,1107.03,6284.74,26,54.1576923077,78.6187060578,446.3276755912,1248320.31414085,2298875.17095101,3208631.49586022,227869.575730432
02/16-18-080-15W6/0,1W60801518160200,Gas,Horizontal,1406.9,1405.1,8206.87,26,54.1115384615,99.8720591371,583.330016348,485122.70163297,816732.474864865,1338140.85868463,95112.7200714073
02/09-18-080-15W6/0,1W60801518090200,Gas,Horizontal,1406.9,1396.8,8147.42,26,54.1115384615,99.2821096027,579.1044139598,498835.442327586,846954.156530612,1405548.69623734,99903.9516836549
00/13-05-081-20W6/0,1W60812005130000,Gas,Horizontal,2109.6,1925,10599.6,39,54.0923076923,91.2495259765,502.4459613197,1179171.65584615,1948451.17164918,,
02/09-18-080-14W6/0,1W60801418090200,Gas,Horizontal,1294.9,1440,8127.5,24,53.9541666667,111.2054984941,627.6546451463,313167.729448925,528883.235739247,871733.191706989,67320.5028733484
00/12-02-077-17W6/0,1W60771702120000,Gas,Horizontal,1509.5,1505,9707.1,28,53.9107142857,99.7018880424,643.0672408082,383193.839295774,,,
03/12-06-080-15W6/0,1W60801506120300,Gas,Horizontal,1401.1,1430,10123.8,26,53.8884615385,102.0626650489,722.5608450503,469606.096939394,708814.658237762,972660.924863388,69421.2350912417
00/13-02-077-17W6/0,1W60771702130000,Gas,Horizontal,1507.6,1748,9986.1,28,53.8428571429,115.9458742372,662.3839214646,,,,
02/01-13-080-16W6/0,1W60801613010200,Gas,Horizontal,1343.5,1375,7451.6,25,53.74,102.3446222553,554.6408634165,497890.219291553,654794.99,718952.156993007,53513.3723106071
00/05-08-081-20W6/0,1W60812008050000,Gas,Horizontal,2738.6,2461.16,15596.19,51,53.6980392157,89.8692762725,569.494997444,1115527.20925666,2135556.86643478,3638393.60042925,132855.970219428
02/09-11-080-16W6/0,1W60801611090200,Gas,Horizontal,1502.3,1505,8534.8,28,53.6535714286,100.1797244226,568.1155561472,688585.321492537,1108787.06990566,,
02/08-14-080-18W6/0,1W60801814080200,Gas,Horizontal,1394.7,1170.45,6844.37,26,53.6423076923,83.9212733921,490.7413780741,183950.747428958,316612.51608769,553041.13925876,39653.0536501585
00/05-05-081-20W6/0,1W60812005050000,Gas,Horizontal,1983.4,1825,9942.6,37,53.6054054054,92.0137138247,501.2907129172,1086954.9443101,1664757.30657645,,
02/09-14-080-18W6/0,1W60801814090200,Gas,Horizontal,1392.7,1406.8,8860.35,26,53.5653846154,101.0124219143,636.199468658,224993.814635569,348230.044153226,510732.287629428,36672.0964765871
02/11-17-081-20W6/0,1W60812017110200,Gas,Horizontal,2088.1,2925,16281.7,39,53.541025641,140.0794981083,779.7375604617,1108212.8527137,1949398.14272352,,
00/08-19-080-15W6/0,1W60801519080000,Gas,Horizontal,1391.6,1444.14,7460.67,26,53.5230769231,103.7755102041,536.1217303823,607272.030758621,1069991.42984572,1725511.22524138,123994.770425509
03/13-05-081-20W6/0,1W60812005130300,Gas,Horizontal,1979.6,2600,13614.2,37,53.5027027027,131.3396645787,687.7247928875,1141778.90733333,2078603.42023988,,
00/07-09-080-20W6/0,1W60802009070000,Gas,Horizontal,1550.34,899,7221.21,29,53.46,57.9872802095,465.782344518,310923.01827957,513310.437526882,846493.603031161,54600.5136312784
02/13-06-080-15W6/0,1W60801506130200,Gas,Horizontal,1335.3,1318,11940.76,25,53.412,98.7044109938,894.2379989515,591336.891954397,830129.671614458,1072920.16260108,80350.4952146394
00/13-30-080-15W6/0,1W60801530130000,Gas,Horizontal,1334.5,1446.88,8430.51,25,53.38,108.4211315099,631.7354814537,1153775.20139785,1865289.50004484,2199421.7716129,164812.422001716
00/09-03-081-18W6/0,1W60811803090000,Gas,Horizontal,2561.2,4850,23447.2,48,53.3583333333,189.364360456,915.4771201,717763.791806544,1427368.21083333,,
03/13-02-080-15W6/0,1W60801502130300,Gas,Horizontal,2187,5305,26433.7,41,53.3414634146,242.5697302241,1208.6739826246,,,,
02/16-03-081-18W6/0,1W60811803160200,Gas,Horizontal,2453.1,4600,22245.9,46,53.3282608696,187.5178345767,906.8484774367,529145.108153846,1134917.90612903,,
00/16-03-081-18W6/0,1W60811803160000,Gas,Horizontal,2239.1,4200,21700.3,42,53.3119047619,187.5753651021,969.152784601,399128.604656381,807957.409112903,,
00/03-26-082-20W6/0,1W60822026030000,Gas,Horizontal,1699.8,2080,11943.5,32,53.11875,122.3673373338,702.6414872338,178828.308366197,262896.812188906,,
02/13-02-077-17W6/0,1W60771702130200,Gas,Horizontal,1486.3,2531,12958.7,28,53.0821428571,170.2886362107,871.8764717756,423385.446280323,,,
00/08-18-080-15W6/0,1W60801518080000,Gas,Horizontal,1374.6,1413.4,7437.86,26,52.8692307692,102.8226393133,541.0926815073,562532.681337127,890514.83295972,1476236.31466819,107393.882923628
00/16-11-080-16W6/0,1W60801611160000,Gas,Horizontal,1477.6,1505,9442,28,52.7714285714,101.8543584191,639.0092041148,645564.772835821,1050086.60690027,,
02/05-31-080-15W6/0,1W60801531050200,Gas,Horizontal,1370.6,1081.55,6122.34,26,52.7153846154,78.9106960455,446.6905005107,1027190.27302849,1653244.39531856,2172759.32833333,158526.143902913
00/01-06-081-13W6/0,1W60811306010000,Gas,Horizontal,1475.41,1680,9749,28,52.6932142857,113.8666540148,660.7654821372,,,,
00/03-20-081-20W6/0,1W60812020030000,Gas,Horizontal,1895.3,1800,11696.2,36,52.6472222222,94.9717722788,617.1160238485,677895.589321574,1139505.27656676,,
00/13-31-080-15W6/0,1W60801531130000,Gas,Horizontal,1368.2,1395.34,8138.29,26,52.6230769231,101.9836281245,594.8172781757,387190.788478873,570315.560754098,846855.804569444,61895.6150101918
03/05-31-080-15W6/0,1W60801531050300,Gas,Horizontal,1367.9,1036.82,5982.26,26,52.6115384615,75.7964763506,437.3316762921,1207791.75753156,1923922.26,2692494.03774194,196834.128060673
03/05-18-080-17W6/0,1W60801718050300,Gas,Horizontal,1157,865,5931.18,22,52.5909090909,74.7623163354,512.6343993086,168317.145806452,290040.259879032,485699.459875,41979.2100151253
00/05-18-080-17W6/0,1W60801718050000,Gas,Horizontal,1575.4,1650,8388.2,30,52.5133333333,104.7353053193,532.4489018662,400567.030660377,641860.782737752,1058181.69099855,67169.0802969754
00/06-19-082-19W6/0,1W60821919060000,Gas,Horizontal,1626.3,1985,22572.9,31,52.4612903226,122.0562011929,1387.9911455451,,,,
03/06-09-080-20W6/0,1W60802009060300,Gas,Horizontal,1888.52,1101.25,9837.46,36,52.4588888889,58.3128587465,520.9084362358,309098.965614035,537368.233571429,899388.624396551,47623.9925654243
00/03-15-082-20W6/0,1W60822015030000,Gas,Horizontal,1467.13,1771,12375.52,28,52.3975,120.7118660241,843.5189792316,259142.766666667,392118.599166667,580142.443061224,39542.6746819453
03/09-19-080-15W6/0,1W60801519090300,Gas,Horizontal,1358.3,1454.9,8218.2,26,52.2423076923,107.1118309652,605.0357063977,456486.991023843,767930.407521079,1242548.46664374,91478.2055984495
02/12-02-077-17W6/0,1W60771702120200,Gas,Horizontal,1459.4,1505,8634.5,28,52.1214285714,103.1245717418,591.6472522955,472705.42473613,797522.954194858,,
00/09-07-080-15W6/0,1W60801507090000,Gas,Horizontal,1355.1,1159.3,8624.2,26,52.1192307692,85.5508818537,636.4253560623,115199.1585,200648.269546218,,
00/01-07-081-20W6/0,1W60812007010000,Gas,Horizontal,1197.62,746.6,7310.16,23,52.0704347826,62.3403082781,610.3906080393,362698.210521173,609987.709415121,975249.215725806,81432.2753232082
02/12-05-081-20W6/0,1W60812005120200,Gas,Horizontal,1925.4,1825,10601,37,52.0378378378,94.7854991171,550.5868910356,1219531.34562238,2189321.59853073,,
02/01-19-080-15W6/0,1W60801519010200,Gas,Horizontal,1352.1,1448.15,8076.15,26,52.0038461538,107.1037645145,597.3041934768,586674.259032258,1015642.00487699,1654815.65188966,122388.554980376
00/05-25-080-16W6/0,1W60801625050000,Gas,Horizontal,1351.6,1525,8469.62,26,51.9846153846,112.8292394199,626.6365788695,1026348.67127688,1694177.97291667,2534364.63883311,187508.481713015
04/14-05-078-17W6/0,1W60781705140400,Gas,Horizontal,726.6,1412.98,8425.3,14,51.9,194.4646297825,1159.5513349849,361383.879916435,678158.044452347,1325936.50533333,182485.068171391
00/08-35-079-16W6/0,1W60791635080000,Gas,Horizontal,1347.6,1610.9,9392.3,26,51.8307692308,119.5384387058,696.96497477,419091.438145161,713386.861401617,1268663.25295082,94142.420076493
02/12-18-080-17W6/0,1W60801718120200,Gas,Horizontal,1449,1540,7912.93,28,51.75,106.2801932367,546.0959282264,324155.266440443,515160.308852691,837254.369233871,57781.529967831
02/08-23-080-18W6/0,1W60801823080200,Gas,Horizontal,1344.9,1962.4,10875.62,26,51.7269230769,145.9141943639,808.6564056807,137100.17417931,247574.838993007,451234.644032258,33551.5387041608
02/01-18-080-15W6/0,1W60801518010200,Gas,Horizontal,1344.7,1430.7,7715.9,26,51.7192307692,106.3954785454,573.8008477727,424551.593644068,621829.201593221,913938.373768116,67965.968154095
00/09-19-080-15W6/0,1W60801519090000,Gas,Horizontal,1344.6,1456.18,8079.83,26,51.7153846154,108.2983787,600.9095641827,527989.92086351,929130.089099437,1501114.54083906,111640.230614239
00/08-23-080-18W6/0,1W60801823080000,Gas,Horizontal,1342.5,1461.22,8052.57,26,51.6346153846,108.8432029795,599.8189944134,282007.111963788,442274.232215743,704044.0525,52442.7599627561
02/13-31-080-15W6/0,1W60801531130200,Gas,Horizontal,1340.6,1404.56,7877.963,26,51.5615384615,104.7709980606,587.6445621364,826976.280107817,1321751.12433566,1834824.61225237,136865.926618855
00/01-11-080-16W6/0,1W60801611010000,Gas,Horizontal,1442.7,1505.1,9532.2,28,51.525,104.3252235392,660.7194843003,542064.900972222,896623.851886793,,
00/01-06-081-15W6/0,1W60811506010000,Gas,Horizontal,1182.9,1281,5921.92,23,51.4304347826,108.2931777834,500.6272719587,740571.640444744,1169674.51208333,1660533.53429012,140378.183641062
03/08-11-080-16W6/0,1W60801611080300,Gas,Horizontal,1438.3,1505.5,8749.6,28,51.3678571429,104.6721824376,608.3292776194,536508.0543531,839463.139005376,,
03/13-23-082-20W6/0,1W60822023130300,Gas,Horizontal,1797.56,2275,12448.84,35,51.3588571429,126.5604486081,692.5410000223,265302.76375,400496.236037992,,
00/04-29-080-15W6/0,1W60801529040000,Gas,Horizontal,1282.7,1340,7340.8,25,51.308,104.4671396273,572.2928198332,167458.700860215,259470.131232092,,
03/08-07-080-15W6/0,1W60801507080300,Gas,Horizontal,1433.9,1505.2,9203.1,28,51.2107142857,104.9724527512,641.8230002092,354338.336379781,577819.630554723,,
02/01-23-080-18W6/0,1W60801823010200,Gas,Horizontal,1381.7,2046.31,11499.17,27,51.1740740741,148.1008902077,832.2479554172,177087.806972222,303155.502631579,566407.117103064,40993.4947602999
02/03-28-080-18W6/0,1W60801828030200,Gas,Horizontal,818,496,3225.4,16,51.125,60.6356968215,394.3031784841,289927.788200271,470469.021253369,759445.555471125,92841.7549475703
02/12-31-080-15W6/0,1W60801531120200,Gas,Horizontal,1329,1410.1,7990.56,26,51.1153846154,106.1023325809,601.2460496614,719764.002542373,1009035.8772,1350573.22458333,101623.267463005
00/05-20-080-15W6/0,1W60801520050000,Gas,Horizontal,1427.1,1505,8300.3,28,50.9678571429,105.4586223811,581.6200686707,,,,
02/04-05-081-15W6/0,1W60811505040200,Gas,Horizontal,1426.5,1505,8370.4,28,50.9464285714,105.50297932,586.7788293025,,,,
00/12-06-080-15W6/0,1W60801506120000,Gas,Horizontal,1321.3,1430,8579.49,26,50.8192307692,108.2267463861,649.3218799667,596328.193392857,940417.895806452,1322200.66002725,100068.164688356
00/16-31-080-15W6/0,1W60801531160000,Gas,Horizontal,863.5,940,4939.99,17,50.7941176471,108.8592935727,572.0891719745,332095.489387187,629215.792164949,1012351.88855556,117238.203654379
00/16-19-080-15W6/0,1W60801519160000,Gas,Horizontal,1316.6,1440.91,8142.37,26,50.6384615385,109.4417438858,618.4391614765,547749.01509434,965989.150138504,1572750.31067133,119455.43906056
00/09-35-079-16W6/0,1W60791635090000,Gas,Horizontal,1366.6,1620,9714.1,27,50.6148148148,118.5423679204,710.8224791453,308087.665439784,568487.570493151,1022964.80133333,74854.7344748522
02/12-12-080-18W6/0,1W60801812120200,Gas,Horizontal,1315.66,1410.16,8619.08,26,50.6023076923,107.1827067783,655.1145432711,406901.137735849,562626.012,870088.14047043,66133.2061832411
00/09-06-081-20W6/0,1W60812006090000,Gas,Horizontal,1264.5,776.15,7080.3,25,50.58,61.3799920917,559.9288256228,331774.268111455,598010.544167832,1032468.7955914,81650.3594773745
03/05-33-081-20W6/0,1W60812033050300,Gas,Horizontal,1719.5,1138,6959.97,34,50.5735294118,66.1820296598,404.7670834545,681391.728633288,1182573.50953425,1954406.97324074,113661.353488848
03/08-06-081-20W6/0,1W60812006080300,Gas,Horizontal,1260.4,775.34,7201.87,25,50.416,61.5153919391,571.395588702,382219.811111111,663618.913012212,1130998.11403509,89733.2683302991
00/09-18-080-14W6/0,1W60801418090000,Gas,Horizontal,1409.57,1711.4,9526.03,28,50.3417857143,121.4129131579,675.8110629483,392463.130762712,757835.850333334,1359125.54076923,96421.2873975205
02/08-06-081-20W6/0,1W60812006080200,Gas,Horizontal,1258.4,774.9,6944.94,25,50.336,61.5781945327,551.8865225683,473955.469533898,833141.360437159,1390162.1046299,110470.605898752
00/04-28-082-20W6/0,1W60822028040000,Gas,Horizontal,1609.8,1920,11179.4,32,50.30625,119.2694744689,694.4589389986,308060.736666667,467845.810296496,,
03/16-07-080-15W6/0,1W60801507160300,Gas,Horizontal,1355.6,1489.2,8813.7,27,50.2074074074,109.8554145766,650.1696665683,560854.054022825,912523.991578948,,
03/01-11-080-18W6/0,1W60801811010300,Gas,Horizontal,1301.6,1545,8267.14,26,50.0615384615,118.7000614628,635.1521204671,742544.715863571,1142080.59427778,1599222.04366712,122865.860761149
00/16-06-081-20W6/0,1W60812006160000,Gas,Horizontal,1250.4,751.87,6966.4,25,50.016,60.1303582853,557.1337172105,331221.247606973,561084.049971264,913064.568951613,73021.7985405961
00/08-06-081-20W6/0,1W60812006080000,Gas,Horizontal,1249.8,774.35,7729.65,25,49.992,61.9579132661,618.4709553529,203698.99510699,358277.192767123,614239.514835949,49147.0247108297
03/09-06-081-20W6/0,1W60812006090300,Gas,Horizontal,1249.4,765.46,7056.12,25,49.976,61.2662077797,564.7606851289,439876.758883929,723517.160461095,1174122.10602339,93974.876422554
04/09-06-081-20W6/0,1W60812006090400,Gas,Horizontal,1249.3,771.87,7291.78,25,49.972,61.7841991515,583.6692547827,372074.5705,630274.938,1045322.67137536,83672.6704054559
00/04-12-080-16W6/0,1W60801612040000,Gas,Horizontal,1398.9,1505,8706,28,49.9607142857,107.5845307027,622.3461291014,435314.614435484,725871.145362904,,
02/16-06-081-20W6/0,1W60812006160200,Gas,Horizontal,1247.3,761.26,7928.37,25,49.892,61.0326304818,635.6425879901,455178.174590164,809441.762708333,1339919.59330956,107425.6067754
04/16-06-081-20W6/0,1W60812006160400,Gas,Horizontal,1246.8,737.62,6427.04,25,49.872,59.1610522939,515.4828360603,438514.276309148,827559.727106017,1557872.70201742,124949.687361038
02/01-11-080-18W6/0,1W60801811010200,Gas,Horizontal,1295.9,1505,8574.9,26,49.8423076923,116.1355042827,661.6945751987,1092752.94061538,1716712.53345865,2397120.53453315,184977.277145856
00/13-28-080-21W6/0,1W60802128130000,Gas,Horizontal,1243.48,1740.93,10960.86,25,49.7392,140.0046643291,881.4665294174,471982.861054054,1002733.6469,1861353.60589136,149689.066642918
03/13-29-080-15W6/0,1W60801529130300,Gas,Horizontal,1392.1,1540,7805.3,28,49.7178571429,110.6242367646,560.6852955966,,,,
03/05-20-080-15W6/0,1W60801520050300,Gas,Horizontal,1390.9,1645,8346.6,28,49.675,118.2687468546,600.0862750737,,,,
02/05-30-080-15W6/0,1W60801530050200,Gas,Horizontal,1290.7,1509.425,8572.81,26,49.6423076923,116.9462307275,664.1984969396,840206.193320826,1253041.11430108,1658594.30106481,128503.471067236
02/10-29-081-19W6/0,1W60811929100200,Gas,Horizontal,1834.32,3256.9,20514.3,37,49.5762162162,177.5535348249,1118.3599371974,573421.952937063,1167880.22313889,2099403.12688172,114451.30221999
04/04-31-080-15W6/0,1W60801531040400,Gas,Horizontal,1288.3,1402.98,8811.62,26,49.55,108.9016533416,683.9726771715,147376.905905707,222383.567626113,313218.996018518,24312.5821639772
00/05-30-080-15W6/0,1W60801530050000,Gas,Horizontal,1283.7,1305.14,7783.21,26,49.3730769231,101.6701721586,606.3106644855,1306124.08475806,2115656.34523726,2742911.15240385,213672.287325999
03/04-29-080-15W6/0,1W60801529040300,Gas,Horizontal,1282.8,1395,7664.1,26,49.3384615385,108.7464920486,597.450888681,391060.647826087,615266.064072581,825638.289189189,64362.1990325217
02/08-04-078-17W6/0,1W60781704080200,Gas,Horizontal,2903,4372,29097.57,59,49.2033898305,150.6028246641,1002.3275921461,715778.724865591,1457260.60928763,,
04/12-22-080-18W6/0,1W60801822120400,Gas,Horizontal,1275.4,1395,9390.7,26,49.0538461538,109.3774502117,736.2944958444,196542.533225806,360975.193854447,,
00/04-31-080-15W6/0,1W60801531040000,Gas,Horizontal,1273.4,1159.41,6615.9,26,48.9769230769,91.0483744307,519.546097063,131782.141432706,226896.511398809,,
02/12-30-080-15W6/0,1W60801530120200,Gas,Horizontal,1273.3,1466.81,8241.41,26,48.9730769231,115.1975182596,647.2480954999,655682.005529574,944509.780599144,1327754.90463668,104276.675146209
04/05-33-081-20W6/0,1W60812033050400,Gas,Horizontal,1516,2519,13900.05,31,48.9032258065,166.1609498681,916.8898416887,586861.602741936,938447.118205128,1555171.42579515,102583.867136883
00/09-08-081-14W6/0,1W60811408090000,Gas,Horizontal,1515,1825,9584.76,31,48.8709677419,120.4620462046,632.6574257426,123316.017569444,193656.785268817,325605.902379032,21492.1387708932
03/05-32-080-15W6/0,1W60801532050300,Gas,Horizontal,1367.6,1505,7843,28,48.8428571429,110.0467973092,573.486399532,523014.992432432,840206.526415095,,
04/01-07-080-15W6/0,1W60801507010400,Gas,Horizontal,1364,1507.28,8468.4,28,48.7142857143,110.504398827,620.8504398827,455233.961653005,727680.776290323,,
05/07-29-081-19W6/0,1W60811929070500,Gas,Horizontal,1845.01,3465,20856.4,38,48.5528947368,187.8038601417,1130.422057333,776633.485454546,1450950.35890805,2596841.0596371,140749.430064721
06/11-31-080-17W6/0,1W60801731110600,Gas,Horizontal,1793.57,4668,21262.79,37,48.4748648649,260.263050787,1185.5009840709,,,,
04/07-29-081-19W6/0,1W60811929070400,Gas,Horizontal,1888.54,3496.5,22541.47,39,48.4241025641,185.1430205344,1193.5924047148,820401.529230769,1509240.23405556,2514704.32693548,133156.000240158
02/16-06-080-15W6/0,1W60801506160200,Gas,Horizontal,1354.8,1390,9427.4,28,48.3857142857,102.5981694715,695.8517862415,171407.6,261618.686049046,,
00/04-18-080-17W6/0,1W60801718040000,Gas,Horizontal,1063.6,865,6074.12,22,48.3454545455,81.3275667544,571.0906355773,407248.193870968,687148.313152909,1063318.78885057,99973.5604410089
02/13-28-080-21W6/0,1W60802128130200,Gas,Horizontal,1206,1767.8,10988.99,25,48.24,146.583747927,911.1932006634,478156.326985075,977265.026096423,1886793.61657382,156450.548637962
00/13-24-080-15W6/0,1W60801524130000,Gas,Horizontal,1639.5,2040,11047.47,34,48.2205882353,124.428179323,673.8316559927,243284.881209677,539122.313440233,1171942.77826573,71481.718710932
03/04-20-080-15W6/0,1W60801520040300,Gas,Horizontal,1349.9,1505,8247.3,28,48.2107142857,111.4897399807,610.9563671383,,,,
04/01-23-080-18W6/0,1W60801823010400,Gas,Horizontal,1349.4,1580.26,9204.45,28,48.1928571429,117.1083444494,682.1142730102,186242.213852459,,,
03/16-19-080-15W6/0,1W60801519160300,Gas,Horizontal,1251.2,1454.15,7404.1,26,48.1230769231,116.2204283887,591.7599104859,546278.019205479,884486.295173611,1389211.67345455,111030.344745408
00/13-32-080-15W6/0,1W60801532130000,Gas,Horizontal,1289.3,1426,8028.1,27,47.7518518519,110.6026526022,622.6712169394,,,,
00/04-20-080-15W6/0,1W60801520040000,Gas,Horizontal,1336.2,1503.84,8090.3,28,47.7214285714,112.546026044,605.4707379135,,,,
00/08-11-077-17W6/0,1W60771711080000,Gas,Horizontal,1335.2,1518.39,8434.54,28,47.6857142857,113.7200419413,631.706111444,615868.805832168,1029476.27451169,1649899.10194406,123569.435436194
00/01-11-080-18W6/0,1W60801811010000,Gas,Horizontal,1239.4,1545,8662.56,26,47.6692307692,124.6570921414,698.9317411651,657180.745645161,991437.536682692,1369494.99092016,110496.610530915
00/04-12-082-20W6/0,1W60822012040000,Gas,Horizontal,1568.3,1980,10566.5,33,47.5242424242,126.2513549704,673.7550213607,511446.20179971,813788.795527778,,
00/07-08-080-17W6/0,1W60801708070000,Gas,Horizontal,1424.8,1650,8170.89,30,47.4933333333,115.8057271196,573.4762773723,618246.757051482,1042048.45619718,1550972.05990278,108855.422508617
00/13-01-080-16W6/0,1W60801601130000,Gas,Horizontal,1329.5,1505,8734.1,28,47.4821428571,113.2004512975,656.9462203836,420613.854716981,659060.392258065,,
00/05-12-080-18W6/0,1W60801812050000,Gas,Horizontal,1233.6,1400.9,6582.93,26,47.4461538462,113.5619325551,533.6357003891,339671.521726384,535207.866170501,865785.661069444,70183.6625380548
06/07-29-081-19W6/0,1W60811929070600,Gas,Horizontal,1992.4,3574.5,23016.3,42,47.4380952381,179.4067456334,1155.204778157,759423.689609262,1425765.48680556,2427979.36120968,121862.043827027
02/07-08-080-17W6/0,1W60801708070200,Gas,Horizontal,1422.9,1650,8364.33,30,47.43,115.9603626397,587.8368121442,613713.908866855,1054307.78151057,1451416.34882353,102004.100697416
02/08-07-080-15W6/0,1W60801507080200,Gas,Horizontal,1375.1,1290,9865.1,29,47.4172413793,93.8113591739,717.4096429351,132324.350638889,232895.623855186,,
00/10-28-078-20W6/0,1W60782028100000,Gas,Horizontal,1706.5,1116,11442.48,36,47.4027777778,65.3970114269,670.5232932904,247408.46455836,461692.215321637,877061.213333333,51395.3245434124
03/16-06-081-20W6/0,1W60812006160300,Gas,Horizontal,1178.02,774.24,6814.11,25,47.1208,65.7238417005,578.4375477496,516469.83503962,896485.300142247,1692920.00134409,143708.935446265
00/01-19-080-15W6/0,1W60801519010000,Gas,Horizontal,1222.2,1445.85,7764.43,26,47.0076923077,118.2989690722,635.2830960563,493314.721523948,828049.968788732,1305988.36197015,106855.536080032
03/05-30-080-15W6/0,1W60801530050300,Gas,Horizontal,1174.3,1421.06,8569.14,25,46.972,121.013369667,729.7232393767,136360.335175439,212027.170852503,328423.718530259,27967.6163271957
00/05-02-077-17W6/0,1W60771702050000,Gas,Horizontal,1219.5,1220,7574.5,26,46.9038461538,100.04100041,621.1152111521,404002.796666667,692489.089894737,,
02/13-01-080-16W6/0,1W60801601130200,Gas,Horizontal,1305.9,1505,9169.4,28,46.6392857143,115.2461903668,702.1517727238,445091.197023004,708942.732169812,,
02/12-29-080-15W6/0,1W60801529120200,Gas,Horizontal,1397.8,1650,7413.57,30,46.5933333333,118.0426384318,530.3741593933,981145.261027496,1451253.54579387,1732573.73800285,123950.045643357
00/05-05-078-17W6/0,1W60781705050000,Gas,Horizontal,511.07,561,725.78,11,46.4609090909,109.7696988671,142.0118574755,103906.97957359,188723.739109792,307554.064072581,60178.4616730743
02/12-01-080-16W6/0,1W60801601120200,Gas,Horizontal,1299.8,1505,9324.2,28,46.4214285714,115.7870441606,717.3565163871,396625.534596774,704114.078467742,,
00/09-07-082-19W6/0,1W60821907090000,Gas,Horizontal,880.73,1235,7973.01,19,46.3542105263,140.2245864226,905.2728986182,275294.217194444,414048.981268657,618719.196792453,70250.7234671753
00/01-30-080-15W6/0,1W60801530010000,Gas,Horizontal,1205.2,1449.48,8029.17,26,46.3538461538,120.2688350481,666.2105874544,340851.866371553,587392.254853147,910677.899014084,75562.3879035914
03/16-14-080-18W6/0,1W60801814160300,Gas,Horizontal,1483.3,1780.13,9780.67,32,46.353125,120.0114609317,659.385828895,229316.803762663,371995.123467742,,
